Bättre ett ärligt nej än ett falskt ja.,Rather an honest ‘no’ than an insincere ‘yes’.,Telling a bitter truth is usually better than lying.
Bättre förekomma än förekommas.,Better give the slight than take it.,
Bättre en fågel i handen än tio i skogen.,A bird in the hand is worth two in the bush.,Value the things you already have more than the things you might never get.
Bättre ensam än i dåligt sällskap.,Better alone than in bad company.,
Bättre fly än illa fäkta.,He who fights and runs away may live to fight another day.,
Bättre sent än aldrig.,Better late than never.,
Bättre stämma i bäcken än i ån.,An ounce of prevention is worth a pound of cure.,Be proactive about preventing bad things from happening; defects are best taken care of at an early stage.
Bättre tiga än illa tala.,Man more often repents what he did say than he did not.,
Bättre älskat och förlorat än att aldrig ha älskat.,Tis better to have loved and lost than to have never loved at all.,
Bäst att smida medan järnet är varmt.,Strike while the iron is hot.,
Bäst bli klok av annans skada.,"Wise men learn by other men’s harms, fools by their own.",
Delad glädje är dubbel glädje (och delad sorg är halv sorg).,"Joy shared, joy doubled: sorrow shared, sorrow halved.",
"Den dagen, den sorgen.",Cross your bridges when you reach them.,
Den drucknes tal är den nyktres tankar.,The drunken man’s words are the sober man’s thoughts.,
"Den enes död, den andres bröd.",One man’s meat is another man’s poison.,
Den som alltid vet bäst lär sig aldrig något.,He who always knows best never learns.,
"Den som gapar efter mycket, mister ofta hela stycket.","Grasp all, lose all.","One who wants everything, may lose it all."
"Den som ger sig in i leken, får leken tåla.",He that would have eggs must endure the cackling of hens.,
Den som gräver en grop åt andra faller ofta själv däri.,"He who digs a pit for others, often falls into it himself.",
Den som lever får se.,Only time will tell.,
Den som sover syndar icke.,"Criticism is something you can avoid by saying nothing, doing nothing and being nothing.",
Den som spar han har.,"Waste not, want not.","If you do not waste anything, you will always have enough."
Den som tiger han samtycker.,He who stays quiet consents.,
Den som viskar han ljuger.,He who whispers lies.,
"Den som väntar på något gott, väntar aldrig för länge.",He who waits for something good never waits too long.,
Den spik som sticker ut blir slagen.,The nail that sticks out gets struck.,
Den som är fri från synd skall kasta första stenen.,Let him who is without sin cast the first stone.,Only those who are truly virtuous have the right to criticize or condemn others (used to imply that nobody has this right).
Det angår också dig när det brinner i grannens vägg.,"It concerns you, too, when your neighbor’s wall is on fire.",
Det blir aldrig som man tänkt sig.,Things never turn out the way you imagined.,
Det blir som det blir.,We must take things as we find them.,
Det dunkelt sagda är det dunkelt tänkta.,What is unclearly said is unclearly thought.,
"Det finns inget dåligt väder, bara dåliga kläder.","There’s no such thing as bad weather, only the wrong clothes.",
Det gäller att smida medan järnet är varmt.,Strike while the iron is hot.,
Det kommer inga stekta sparvar flygande i din mun.,Birds fly not into our mouth ready roasted.,One cannot (or should not) expect to benefit without making some effort.
Det man inte har i huvudet får man ha i benen.,A forgetful head makes a weary pair of heels.,
Det man inte vet mår man inte dåligt av.,What you do not know does not hurt you.,
Det man förlorar på gungorna tar man igen på karusellen.,What you lose on the swings you gain on the roundabouts.,
Det ska böjas i tid det som krokigt ska bli.,Soon crooks the tree that good gambrel would be.,Young people are the easiest to influence.
Det som börjar med en knappnål slutar oftast med en silverskål.,He that steals an egg will steal an ox.,
"Det som inte dödar, härdar.","That which does not kill you, makes you stronger. Pain is gain.",
Det som göms i snö kommer fram vid tö.,What is hidden in snow is revealed at thaw.,Things lied about or concealed are often eventually revealed.
Det vattnet du hämtar ur bäcken lär dig känna källan.,The water you collect from the stream teaches you about its source.,"If you spend time around something, you will learn about it."
"Det viktigaste är inte att vinna, utan att kämpa väl.","The most important thing is not to win, but to fight well.",
Det är aldrig för sent.,It is never too late.,
Det är bäst att bita i det sura äpplet.,"Better hold with the hound, as run with the hare.","Better be able to grapple with a difficulty, than to have a probability to escape it."
Det är inte ens fel när två träter.,It takes two to make a quarrel.,
Det är lätt att skära breda remsor av andras läder.,Men cut large thongs of other men’s leather.,"This Proverb aims at all thoſe Perſons, who, niggardly to an Exceſs of their own, would fain gain the Character of Generous or Charitable at other People’s Expences, and ſo are very liberal of other People’s Pockets to ſave their own, either in Donations of Amity or Alms."
Det är lätt att vara efterklok.,It’s easy to be wise after the event.,"With hindsight it is easy to see what went wrong or what should have been done, but this is of no practical purpose."
Det är mänskligt att fela men gudomligt att förlåta.,"To err is human; to forgive, divine.",
Det är saligare att giva än att taga.,It is more blissful to give than to receive.,"The act of giving is more worthy, noble and spiritually satisfying than the act of receiving,"
Det är skönare lyss till den sträng som brast än att aldrig spänna en båge.,It is fairer to listen to the string that broke than to never strain a bow.,It is better to fail than to never have tried.
Det är som mörkast innan gryningen.,It’s always darkest before the dawn.,
Det är tanken som räknas.,It’s the thought that counts.,Good intentions make up for a bad outcome.
Dra inte alla över en kam.,Do not pull everyone over with a comb.,Do not stereotype.
Dra sitt strå till stacken.,We ourselves feel that what we are doing is just a drop in the ocean. But the ocean would be less because of that missing drop.,To do one’s share of a work at hand (usually for a good cause).
Droppen kan urholka stenen.,Constant dripping wears the stone.,
Där vinet går in går vettet ut.,Where wine enters sense leaves.,
Efter regn kommer solsken.,It’s a long lane that has no turning.,Hard times seldom last forever.
Efteråt är intet råd.,Advice comes too late when a thing is done.,
Egen härd är guld värd.,There is no place like home.,
Eget beröm luktar illa.,Don’t blow your own horn.,
Elda inte för kråkorna.,Don’t light a fire for the crows.,Don’t waste resources.
En dålig hantverkare skyller på sina verktyg.,A poor craftsman blames his tools.,
En gnutta osaklighet sparar tonvis med förklaringar.,An ounce of lying saves tons of explanations.,
En kedja är inte starkare än dess svagaste länk.,A chain is only as strong as its weakest link.,A weak part or member will affect the success or effectiveness of the whole.
En knuten näve kan varken ge eller ta.,Better bow than break.,"It is better to make some confession, or pay a little deference to others, our neighbors, friends, acquaintances, and especially our superiors, rather than lose our credit or break friendship."
En plats för var sak och var sak på sin plats.,A place for each thing and each thing in its place.,
En gång är ingen gång.,One time is no time.,
"En gång, ingen gång — två gånger, en vana.","One time, no time—two times, a habit.",
En olycka kommer sällan ensam.,Misery loves company.,
En svala gör ingen sommar.,One swallow does not a summer make.,"Do not feel sure or rejoice noticing a favourable sign. The appearance of a single sign of a favourable event is not yet a definite indication of its coming. It may be an unrelated, sporadic appearance."
En vandring på tusen mil börjar alltid med ett steg.,A journey of a thousand miles always begins with a single step.,
Ensam är stark.,Alone is strong.,You can accomplish a lot on your own.
Envar är sin egen lyckas smed.,Every man is the smith of his own fortune.,"In shaping one’s own fortune one should not rely on the help of others, as they are also concerned mainly about their own matters."
Ett gott skratt förlänger livet.,A hearty laugh lengthens your life.,
Ett mjukt svar stillar vreden.,A soft answer calms the wrath.,
Ett rent samvete är bästa huvudkudden.,A good conscience is a soft pillow; a safe conscience makes a sound sleep.,
"Finns det hjärterum, finns det stjärterum.","If there is room in the heart, there is room for the behind.",Said when an effort is made to accommodate guests.
"Friskt vågat, hälften vunnet.",Faith is half the battle.,
För lata svin är marken alltid frusen.,Idle people have the least leisure.,
Förbjuden frukt smakar alltid bäst.,Forbidden fruit is sweet.,Things that you must not have or do are always the most desirable.
Förbjuden väg är ofta hårt sliten.,Forbidden road is often heavily worn.,
Först till kvarn får först mala.,"First come, first served.","Those who arrive or apply earliest are most likely to get what they want from a limited supply of things, such as tickets, discounted goods or refreshments."
Gammal kärlek rostar aldrig.,Old love never rusts.,
Gammal är äldst.,The older the fiddle the sweeter the tune.,"(Jokingly) said to imply that the older generation is superior, e.g., when an older person beats a younger one at something."
Ge dig inte på berg när det finns småsten.,Don’t attack mountains when there are pebbles.,
Genom sig själv känner man andra.,A thief thinks everyone around him is a thief.,"You presume others are like yourself, including when it comes to bad characteristics."
Genvägar är ofta senvägar.,Shortcuts are often “longcuts.”,"What you think will be a shortcut often isn’t, since you might get lost. Also used metaphorically."
Gräset är alltid grönare på andra sidan (staketet).,The grass is always greener on the far side of the hill.,"A different place, situation, job, or lifestyle always seems more attractive or appealing than your own."
Gräv där du står.,Bloom where you are planted.,It is often best to build up upon the prowess and expertise you already have.
"Guld blindar många, kärleken blindar alla.","Gold blinds many, love blinds all.",
Gå inte över ån efter vatten.,Do not cross the brook for water.,Do not do things in a needlessly laborious or complicated way.
Gör inte en höna av en fjäder.,Don’t make a mountain out of a molehill.,"Do not blow things out of proportion. Do not ""improve"" on a story or a rumor until it no longer resembles the original truth."
"Gör om, gör rätt.","If at first you don’t succeed, try, try again.","If you possess the ability to learn from your mistakes, then failure is literally impossible, because each rejection brings you closer to perfection."
Han har varit i Rom men inte sett Påven.,He was in Rome and did not see the pope.,
Har man sagt A får man säga B.,"Who says ""A"" must say ""B"".","If you say or do one thing, you must be prepared to do or say what logically follows."
Har man tagit fan i båten får man ro honom i land.,Better never begun than never ended.,A thing begun and not accomplished exposes a man not only to needless expense but to ridicule.
Hastig rikedom gör mannen misstänkt.,No one gets rich quickly if he is honest.,
Hellre en fågel i handen än tio i skogen.,A bird in the hand is worth two in the bush.,Value the things you already have more than the things you might never get.
Hellre fria en skyldig än fälla en oskyldig.,It is better to free someone guilty than to convict someone innocent.,
Hoppet är det sista som lämnar människan.,Hope is the last thing to leave a human being.,
Hungern är bästa kryddan.,Hunger is the best flavouring.,
Hur man än vänder sig har man ändan bak.,Whichever way you turn you have your end in the back.,Things seem to go wrong no matter what you do.
Hut går hem.,Hoots goes home.,"If you treat others in a bad way, you are likely to be treated in a bad way yourself."
Huvudkudden är bästa rådgivaren.,Take counsel of one’s pillow.,"to ""sleep on it""; to consider an (important) issue overnight before making a decision"
Hälsan tiger still.,Health is quietly keeping silent [sic!].,Those who are healthy do not appreciate it.
Hämnden är ljuv.,Revenge is sweet.,
Högmod går före fall.,Pride goes before a fall.,"If you are too proud and overconfident, you will make mistakes leading to your defeat."
I de blindas rike är den enögde kung.,"Among the blind, the one-eyed is king.",
I de lugnaste vattnen går de fulaste fiskarna.,An honest look covereth many faults.,An innocent demeanor may hide much guilt.
I krig och kärlek är allt tillåtet.,All is fair in love and war.,Nothing is out of bounds when it comes to love and war.
I mörker är alla katter grå.,All cats are grey in the dark.,"In the dark, physical appearance is unimportant."
I nöden prövas vännen.,A friend in need is a friend indeed.,
I vinet kommer sanningen fram.,In wine there is truth.,Alcohol consumed removes the inhibition against telling the truth that occasionally one would like to keep secret.
I öknen är sanden billig.,Beggars can’t be choosers.,People with no other options must be content with what is offered.
Ibland kan man inte se skogen på grund av alla träd.,Can’t see the wood/forest for the trees.,Pay too much attention to details and not understand the general situation.
Idel solsken gör öken.,"Too much of one thing, good for nothing",You can have too much of something good.
Inga nyheter är goda nyheter.,No news is good news.,
Inga träd växer till himmelen.,All that is fair must fade.,
Ingen rök utan eld.,Every why has its wherefore.,There is an explanation for everything.
Ingen är oumbärlig.,No one is indispensable.,
Ingen är profet i sitt eget land/i sin egen hemstad.,A prophet is not honoured in his own country.,"An outstanding person is often less respected at home than elsewhere. This may be due to personal reasons unrelated to his achievments, or the result of being in an indifferent/ignorant/hostile community."
Ingenting är nytt under solen.,Nothing is new under the sun.,Someone has always done the same thing earlier.
Inget kalas utan kras.,No party without shattering.,
Inget ont som inte har något gott med sig.,No cloud without a silver lining.,You can derive some benefit from every bad thing that happens to you.
Inget är så bra att det inte kan göras bättre.,Nothing is so good that it can’t be made better.,
Ju fler kockar desto sämre soppa.,Too many cooks spoil the broth.,
"Ju närmare källan, desto klarare vatten.","The closer to the source, the clearer the water.",
"Ju senare på kvällen, desto vackrare folk.","The later in the evening, the more beautiful the people.",
Kaka söker maka.,Like will to like.,Every man loves well what is like to himself.
Kasta inte pärlor för svin.,Don’t throw pearls before swine.,Don’t waste something good on someone who doesn’t care about it/understand its value.
Kasta inte ut barnet med badvattnet.,Don’t throw the baby out with the bath water.,Don’t reject something in its entirety just because parts of it are bad; other parts might be good.
Kasta inte sten i glashus.,People who live in glass houses shouldn’t throw stones.,Don’t criticize others if you have similar weaknesses yourself.
Klaga inte över för lite vind - lär dig segla.,Don’t complain about lack of wind—learn to sail.,
"Kommer tid, kommer råd.","Comes time, comes counsel.","For some problems, if there is no good solution at the moment, then given enough time, probably there will somehow be solutions coming up."
Kläderna gör mannen.,The tailor makes the man.,
Kärleken är blind.,Love is blind.,
Kärt barn har många namn.,A beloved child has many names.,Someone or something which is popular is often referred to by many different epithets.
Köp inte grisen i säcken.,Let the buyer have a thousand eyes for the seller wants only one.,"Check carefully before buying things. Do not buy things without knowing what you really pay for. (You thought you bought a pig, while in fact in the bag the unscrupulous seller might have put a stuffed cat.) Do not invest a lot before you know how much reward you can get from the investment."
Lagt kort ligger.,You can’t unring a bell.,Said when something cannot be undone or taken back.
Lat skräddare tar en lång tråd.,A lazy tailor uses a long thread.,Lazy people are wasteful.
Lika barn leka bäst.,Birds of a feather flock together.,
"Lita inte till en annan, det du själv kan göra.","For what thou canst do thyself, rely not on another.",Expect nothing from friends. Do what you can do yourself.
Liten tuva stjälper ofta stort lass.,A small tuft often tumbles a big load.,a failure to anticipate or correct some initially small dysfunctions can lead by successively more critical stages to an egregious failure.
Lyckan kan inte köpas för pengar.,Money cannot buy happiness.,
Lyckan kommer lyckan går.,The wheel of fortune is forever in motion.,"People’s fortunes are constantly changing—somebody who has good luck one year may have bad luck the next, and vice versa. "
Lyckan står den djärve bi.,Fortune favours the bold.,Those who act boldly or courageously are most likely to succeed.
Lägg inte alla ägg i samma korg.,Don’t put all the eggs in the same basket.,Spread your risks or investments so that if one enterprise fails you will not lose everything.
Lägg inte sten på börda.,Don’t add fuel to the fire/flames.,One should not make a bad situation even worse by an improper remark.
Lärdom är mer värt än guld.,Insight is more valuable than gold.,
"Lätt fånget, lätt förgånget.","Easy come, easy go.",
Lättare döljer en vis sin visdom än en dåre sin dårskap.,Easier hides a wise man his wisdom than a fool his madness.,
Lättare sagt än gjort.,Easier said than done.,"It is usually far easier to advice, suggest, or talk about doing something than actually to do it."
Låt inte gräset gro under fötterna.,Don’t let grass grow on your feet.,Try new things!
Låt inte vargen vakta fåren.,A nice wife and a back door oft do make a rich man poor.,"This Proverb reflects upon the ill Conduct of Men in the Management of their Affairs, by intrufting either Sharpers with their Money, Blabs with their Secrets, or Enemies or Informer: with their Lives: For no Obligation can bind againft Nature: A Fox will love a Goofe ftill, though his Skin be ftript over his Ears for it; and a Common Cheat will always follow his old Trade of tricking his Friend, in fpite of all Promifes and Principle: of Honour, Honefty, and good Faith."
Låt maten tysta mun.,Let the food silence the mouth.,Said when someone is being inappropriately loud at the dinner table—often to children.
Lögnaren blir bara trodd en gång.,The liar will only be trusted once.,"Liars must remember the untruths they have told, to avoid contradicting themselves at some later date."
Man måste lära sig krypa innan man kan gå.,Learn to walk before you can run.,It is necessary to learn the basics before progressing to more advanced things.
Magen mättas förr än ögat.,The eye is bigger than the belly.,
Man får ta saken i egna händer.,One must take matters into one’s own hands.,"If something is bugging you, take care of the problem yourself."
Man får ta seden dit man kommer.,"When in Rome, do as the Romans. When among wolves you must howl.",
Man har aldrig roligare än vad man gör sig.,You never have more fun than what you do.,How much fun you have depends on what you choose to do.
Man hör vad man vill höra.,None is as deaf as he who does not want to hear.,
Man lär så länge man lever.,One learns as long as one lives.,
Man lär sig av misstagen.,One learns from mistakes.,
Man kan inte både äta kakan och ha kakan kvar.,You can’t have your cake and eat it (too).,"""You cannot do two mutually incompatible things at the same time."" You can not have all the advantages of something without its disadvantages."
Man kan inte lära gamla hundar sitta.,You can’t teach an old dog new tricks.,Old people are often unwilling or unable to learn new skills or adopt new methods.
Man måste rätta munnen efter matsäcken.,Cut your coat according to your cloth.,You have to match your expenses with your revenues.
Man saknar inte kon förrän båset är tomt.,You never miss the well till it runs dry.,"We tend to take some things for granted, and become aware of their value only when they are no longer available."
Man ska inte bjuda bagarbarn på bullar.,One should not offer cinnamon rolls to baker’s children.,Avoid doing redundant things.
Man skall inte byta häst mitt i strömmen.,Don’t change horses in midstream.,It is often wise not to quit an undertaking already begun.
Man ska inte buga för dumheten bara för att den är gammal.,Might is not always right.,"Authorities, old customs and old institutions might be in the wrong."
Man ska inte döma hunden efter håren.,Never judge a book by its cover; Never judge by appearances.,Do not make a judgment about something or somebody on the basis of outward appearance alone.
Man ska inte gjuta olja på elden.,Don’t add fuel to the fire/flames.,One should not make a bad situation even worse by an improper remark.
Man ska inte gråta över spilld mjölk.,It is no use crying over spilt milk.,Dwelling on past mishaps will only waste your time.
Man tröttnar aldrig på att arbeta för sig själv.,A man does not feel a burden of his own choosing.,
Man är alltid sig själv närmast.,Skin is nearer than the skirt.,When you make decisions you choose which is best for yourself rather than taking into consideration ethical or ideological convictions.
"Medan gräset gror, dör kon.",While the grass grows the steed starves.,
Mister du en så står dig tusen åter.,There are plenty more fish in the sea.,"Usually used concerning broken hearts. There is also a continuation for it: Väljer du en så är det tusen som gråter. (If you choose one, a thousand will cry.)."
Morgonstund har guld i mund.,The early bird catches the worm.,
Mycket vill ha mer.,Much would have more.,"When you have much of something, you will want even more."
Måla inte fan på väggen.,Don’t paint the devil on the wall.,Do not assume the worst of a situation.
"Många bäckar små, blir till en stor å.",Small streams make great rivers.,
Många hugg fälla eken.,Many strokes cut down great oaks.,"A difficult task, e. g. removing a person/group from a strong position, or changing established ideas cannot be done quickly. It can be achieved gradually, by small steps, a little at a time."
"Människan spår, men gud rår.","Man proposes, God disposes.",
Nya kvastar sopar bäst.,A new broom sweeps clean.,We should never use an old tool when the extra labor in consequence costs more than a new one. Thousands wear out their lives and waste their time merely by the use of dull and unsuitable instruments.
Någon måtta får det vara.,There must be some moderation.,"Enough’s enough, there has to be a limit somewhere."
När det regnar manna från himlen har den fattige ingen sked.,"When it rains manna from heaven, the poor one does not have a spoon.",
"När det regnar på prästen, så droppar det på klockaren.","When it rains on the priest, it dripples on the sacristan.","When someone is successful, his subordinates are a little better off as well."
När fan blir gammal blir han religiös.,When the devil grows old he turns religious.,People often become more religious as they get closer to death. Also used metaphorically when people appear to change in self-serving ways.
"När Gud kommer med döden, kommer fan med arvingarna.","When God brings death, the devil brings heirs.",
När man talar om trollen så står de i farstun och lyssnar.,Speak/talk of the devil...,
"När musen är mätt, smakar mjölet beskt.","When the mouse is full, the flour tastes bitter.","When you finally got something, you don’t appreciate it anymore."
När nöden är som störst är hjälpen som närmast.,"When distress is the greatest, help is the nearest.",
När katten är borta dansar råttorna på bordet.,"When the cat’s away, the mice will play.",In the absence of the person in authority those under his control will often neglect the duties/rules imposed on them.
Nära skjuter ingen hare.,Close but no cigar.,"Almost there, but not quite."
Nöden har ingen lag.,Necessity has no law.,It is acceptable to break rules in times of need.
Nöden är uppfinningarnas moder.,Necessity is the mother of invention.,
"Om en blind leder en blind, så faller de båda i gropen.",If a blind leads a blind man both shall fall into a ditch.,A person ignorant or inexperienced in something cannot assist someone similar.
Om kvällen får den late brått.,During the evening the lazy get in a hurry.,
Om man ger någon ett finger vill han ha hela handen.,Give him an inch and he will take a yard.,People are inclined to take excessive advantage of the tolerance or generosity of others; often used to warn against not making even the smallest concession.
Omväxling förnöjer.,Variety delights.,
Ont krut förgås inte så lätt.,Evil gun powder doesn’t go away easily.,Adverse things are long lived.
Ont skall med ont fördrivas.,Fight fire with fire; Like cures like.,"to use the same methods as your opponents in an argument, competition etc"
Osvuret är bäst.,"Be quick to act, and slow to promise.",Avoid making promises (to yourself as well).
Otack är världens lön.,Ingratitude is the world’s reward.,One is not often appreciated for doing good things. One rarely gets thanks.
Pengar luktar inte.,Money does not smell.,Money has a value regardless of how it is earned.
Pengar växer inte på träd.,Money does not grow on trees.,
Pengar öppnar alla portar utom himmelens.,Money opens all gates but heaven’s.,
Prisa inte dagen förrän solen har gått ner.,Don’t praise the day before the sun has set.,Don’t celebrate until you are 100% sure there is a reason to.
På rullande sten växer ingen mossa.,A rolling stone gathers no moss.,The unsettled person does not prosper.
"Politiker är som krokodiler, stora i käften men saknar öron.",Politicians are like crocodiles—big jaws but no ears.,
Rom byggdes inte på en dag.,Rome was not built in one day.,"Large undertakings need proper time to complete, they cannot be done quickly."
Ropa inte hej förrän du är över bäcken.,Don’t celebrate until you have crossed the creek.,"Don’t cap a victory in advance, and don’t announce something officially which you are not entirely sure of."
Synden straffar sig själv.,Sin punishes itself.,Said when someone gets in trouble due to having acted in a bad way.
Sagt ord och kastad sten kan inte tas tillbaka.,A spoken word and a thrown stone cannot be called back.,You can’t take back what you have said.
Sakta men säkert.,Slow and steady wins the race.,
(För) sent skall syndaren vakna.,(Too) late shall the sinner awaken.,
Själv är bästa dräng.,"If you want something done, do it yourself.",
Skam den som ger sig.,Shame on he who gives up.,
Skadeglädjen är den enda sanna glädjen.,Schadenfreude is the only true joy.,
Skenet bedrar.,Never judge by appearances; Judge not a man and things at first sight.,"Things are not always as they seem, and you can not necessarily trust the evidence of your eyes."
Skjut inte dig själv i foten.,Don’t shoot yourself in the foot.,
Skjut inte upp till morgondagen det du kan göra idag.,Don’t postpone till tomorrow what you can do today.,
Skomakare bliv vid din läst.,A blind man should not judge of colours.,
"Skrattar bäst, som skrattar sist.","He who laughs last, laughs longest.",
Skynda långsamt.,Hurry slowly.,Do your work slowly to make sure it gets done thoroughly.
Skåda inte given häst i mun.,Look not a horse in the mouth.,"And so with respect to gifts and donations in general, whether their value be more or less, they should be accounted tokens of kindness and received with promptness and cordiality."
"Slutet gott, allting gott.",All is well that ends well.,
Smakar det så kostar det.,If you buy quality you only cry once.,You get what you pay for.
"Smaken är som baken, delad.",There is no accounting for taste.,Taste is subjective.
Smedens häst och skomakarens ungar är sämst skodda.,Cobblers’ children are worst shod.,Working hard for others one may neglect one’s own needs or the needs of those closest to him.
Små smulor är också bröd.,Small crumbles are bread too.,
Små sår och fattiga vänner ska man inte förakta.,Small wounds and poor friends should not be despised.,
Snålheten bedrar visheten.,If you buy cheaply you pay dearly.,
"Som de gamla sjunga, så kvittra de unga.","As old people sing, young people tweet.",Young people grow up to be like old people.
Som fan läser bibeln.,"The devil can cite scripture for his purpose. (From Shakespeare, Merchant in Venice act 1, scene 3)",
Som man bäddar får man ligga.,"As you make your bed, so you must lie.",
Som man ropar får man svar.,As you shout you get will be answered. (As you shout in the forest you will be answered.),"General: The way you formulate a question or a statement will affect the answer you get. Also: your own behavior affects other people’s behavior towards you, e.g., You will be treated politely to the same extent that you yourself act politely."
Som man sår får man skörda.,"As you sow, so shall you reap.",The consequences are directly related to one’s actions.
Som man är klädd blir man hädd.,Fine feathers make fine birds.,"By dressing in elegant or good-quality clothing, people create a favorable impression on others, often appearing to be of better breeding or higher class than they are"
Somliga straffar Gud direkt.,Some people are punished immediately by God.,Used sarcastically when something bad—and possibly unrelated—happens to someone just after they have acted in a bad way.
Sovande bonde får drömmande dräng.,A sleepy master makes his servant a lout.,
Spill inte krut på döda kråkor.,Don’t beat a dead horse.,
Spotta inte i motvind.,Strive not against the stream.,
"Stor i orden, liten på jorden.",The worst wheel makes the most noise.,Said about braggarts that have little to show for themselves.
Surt sade räven om rönnbären.,Sour grapes.,"From a story about a fox that wants to eat some rowanberries that he can’t reach because they’re high up in a tree. A crow lands in the tree and starts eating the berries. When the crow asks the fox if he wants some, the fox replies No, they’re sour. The proverb can be used to state that you think someone really wants something the person claims they do not or that the person makes up an excuse for not wanting it because they cannot get it anyway."
Svårigheter finns till för att övervinnas.,Adversity exists to be overcome.,
Så länge det finns liv finns det hopp.,While there is life there is hope.,"No matter how grave the situation is, there is always a chance that everything will work out."
"Sådan herre, sådan dräng/slav/hund.","Like master, like man.",Servants and other workers tend to follow the good or bad example set by their employers.
"Sådan moder, sådan dotter.","Like mother, like daughter.",Daughters may look and behave like their mothers. This is due to inheritance and the example observed closely and daily.
"Sådan fader, sådan son.","Like father, like son.",Sons may look and behave like their fathers. This is due to inheritance and the example observed closely and daily.
Såga inte av den gren du sitter på.,Don’t saw off the branch you’re sitting on.,
Sälj inte skinnet förrän björnen är skjuten.,Sell not the bear’s skin before you have caught him.,Do not plan too far ahead and do not be too optimistic. One cannot be sure of the success of a job until it is completed. Unforeseen unfavourable developments can never be excluded.
Sök och du skall finna.,Seek and ye shall find.,You must make a personal effort to get what you want.
Ta tjuren vid hornen.,Grab the bull by its horns.,To directly tackle a difficult problem.
"Tala är silver, tiga är guld.",Silence is golden.,
Tala med bönder på bönders vis och med de lärde på latin.,"Speak with farmers like farmers speak, and with the educated in latin.",Adjust your message after the receivers ability to understand what you are saying
Tiden går fort när man har roligt.,Time passes by quickly when you are enjoying yourself.,
Tiden läker alla sår.,Time heals all wounds.,
Tillfället gör tjuven.,Opportunity makes the thief.,
Tomma tunnor skramlar mest.,It’s the empty can that makes the most noise.,It is not he who advertises for himself the most that can achieve the greatest results.
Trägen vinner.,God is with those who persevere; Persevere and never fear.,
Tron kan försätta berg.,Faith will move mountains.,"Nothing is impossible to those who have sufficient faith; applied not only to religious faith, but to any strong belief in a cause or objective."
Tänk efter före.,Look before you leap.,
Två fel gör inte ett rätt.,Two wrongs do not make a right.,"Wrongdoing is always unacceptable, even if another person has done the same thing."
Tålamod är konsten att hoppas.,Patience is the art of hoping.,
Undantaget bekräftar regeln.,The exception proves the rule.,The existence of an exception to a rule shows that the rule itself exists and is applicable in other cases; often used loosely to explain away any such inconsistency.
Var dag har nog av sin egen plåga.,Sufficient unto the day is the evil thereof.,"There is no need to add to the troubles each day brings. One should live in the present, without a care for tomorrow."
Var sak har sin tid.,To everything there is a season.,
Var fågel sjunger efter sin egen näbb.,Different strokes suit different folks.,
Var skall sleven vara om inte i grytan?,Let him that is cold blow the coals.,
Var smed har sin sed.,Each smith has his custom.,Each household has its own customs.
Varav hjärtat är fullt talar munnen.,The tongue ever turns to the aching tooth; What the heart thinketh the tongue speaketh.,
Varje moln har en silverkant.,Every cloud has a silver lining.,Bad situations often bring something good with them.
Varnad är väpnad.,Warned is forearmed.,A warned person is prepared.
Verkligheten överträffar dikten.,Fact is stranger than fiction.,Things that happen in real life are often far more unlikely than those dreamed up by writers.
